Plot,Date,Observers,Transect,Meter,Cover type,Cover class,Midpoint value
DES998240,6/8/2015,JV,W,7,Gravel,1,2.5
DES998240,6/8/2015,JV,W,7,Rock,2,15
DES998240,6/8/2015,JV,W,7,Crust,0,0
DES998240,6/8/2015,JV,W,8,Cheatgrass,0,0
DES998240,6/8/2015,JV,W,8,Other Ann Grass,0,0
DES998240,6/8/2015,JV,W,8,Perennial grass,2,15
DES998240,6/8/2015,JV,W,8,Annual forb,0,0
DES998240,6/8/2015,JV,W,8,Perennial forb ,0,0
DES998240,6/8/2015,JV,W,8,Shrub ,2,15
DES998240,6/8/2015,JV,W,8,Bare Ground,1,2.5
DES998240,6/8/2015,JV,W,8,Litter,5,85
DES998240,6/8/2015,JV,W,8,Gravel,0,0
DES998240,6/8/2015,JV,W,8,Rock,1,2.5
DES998240,6/8/2015,JV,W,8,Crust,0,0
DES998240,6/8/2015,JV,W,11,Cheatgrass,1,2.5
DES998240,6/8/2015,JV,W,11,Other Ann Grass,0,0
DES998240,6/8/2015,JV,W,11,Perennial grass,2,15
DES998240,6/8/2015,JV,W,11,Annual forb,0,0
DES998240,6/8/2015,JV,W,11,Perennial forb ,0,0
DES998240,6/8/2015,JV,W,11,Shrub ,0,0
DES998240,6/8/2015,JV,W,11,Bare Ground,0,0
DES998240,6/8/2015,JV,W,11,Litter,5,85
DES998240,6/8/2015,JV,W,11,Gravel,0,0
DES998240,6/8/2015,JV,W,11,Rock,2,15
DES998240,6/8/2015,JV,W,11,Crust,0,0
DES998240,6/8/2015,JV,W,12,Cheatgrass,1,2.5
DES998240,6/8/2015,JV,W,12,Other Ann Grass,0,0
DES998240,6/8/2015,JV,W,12,Perennial grass,2,15
DES998240,6/8/2015,JV,W,12,Annual forb,0,0
DES998240,6/8/2015,JV,W,12,Perennial forb ,0,0
DES998240,6/8/2015,JV,W,12,Shrub ,1,2.5
DES998240,6/8/2015,JV,W,12,Bare Ground,0,0
DES998240,6/8/2015,JV,W,12,Litter,5,85
DES998240,6/8/2015,JV,W,12,Gravel,0,0
DES998240,6/8/2015,JV,W,12,Rock,2,15
DES998240,6/8/2015,JV,W,12,Crust,0,0
DES998240,6/8/2015,JV,W,16,Cheatgrass,1,2.5
DES998240,6/8/2015,JV,W,16,Other Ann Grass,0,0
DES998240,6/8/2015,JV,W,16,Perennial grass,1,2.5
DES998240,6/8/2015,JV,W,16,Annual forb,0,0
DES998240,6/8/2015,JV,W,16,Perennial forb ,1,2.5
DES998240,6/8/2015,JV,W,16,Shrub ,2,15
DES998240,6/8/2015,JV,W,16,Bare Ground,1,2.5
DES998240,6/8/2015,JV,W,16,Litter,1,2.5
DES998240,6/8/2015,JV,W,16,Gravel,2,15
DES998240,6/8/2015,JV,W,16,Rock,3,37.5
DES998240,6/8/2015,JV,W,16,Crust,0,0
DES998360,6/9/2015,SF,E,2,Cheatgrass,0,0
DES998360,6/9/2015,SF,E,2,Other Ann Grass,0,0
DES998360,6/9/2015,SF,E,2,Perennial grass,2,15
DES998360,6/9/2015,SF,E,2,Annual forb,1,2.5
DES998360,6/9/2015,SF,E,2,Perennial forb ,2,15
DES998360,6/9/2015,SF,E,2,Shrub ,2,15
DES998360,6/9/2015,SF,E,2,Bare Ground,2,15
DES998360,6/9/2015,SF,E,2,Litter,2,15
DES998360,6/9/2015,SF,E,2,Gravel,2,15
DES998360,6/9/2015,SF,E,2,Rock,2,15
DES998360,6/9/2015,SF,E,2,Crust,0,0
DES998360,6/9/2015,SF,E,6,Cheatgrass,0,0
DES998360,6/9/2015,SF,E,6,Other Ann Grass,0,0
DES998360,6/9/2015,SF,E,6,Perennial grass,2,15
DES998360,6/9/2015,SF,E,6,Annual forb,1,2.5
DES998360,6/9/2015,SF,E,6,Perennial forb ,2,15
DES998360,6/9/2015,SF,E,6,Shrub ,0,0
DES998360,6/9/2015,SF,E,6,Bare Ground,2,15
DES998360,6/9/2015,SF,E,6,Litter,1,2.5
DES998360,6/9/2015,SF,E,6,Gravel,1,2.5
DES998360,6/9/2015,SF,E,6,Rock,3,37.5
DES998360,6/9/2015,SF,E,6,Crust,0,0
DES998360,6/9/2015,SF,E,9,Cheatgrass,0,0
DES998360,6/9/2015,SF,E,9,Other Ann Grass,0,0
DES998360,6/9/2015,SF,E,9,Perennial grass,2,15
DES998360,6/9/2015,SF,E,9,Annual forb,1,2.5
DES998360,6/9/2015,SF,E,9,Perennial forb ,2,15
DES998360,6/9/2015,SF,E,9,Shrub ,0,0
DES998360,6/9/2015,SF,E,9,Bare Ground,1,2.5
DES998360,6/9/2015,SF,E,9,Litter,1,2.5
DES998360,6/9/2015,SF,E,9,Gravel,2,15
DES998360,6/9/2015,SF,E,9,Rock,4,62.5
DES998360,6/9/2015,SF,E,9,Crust,0,0
DES998360,6/9/2015,SF,E,10,Cheatgrass,0,0
DES998360,6/9/2015,SF,E,10,Other Ann Grass,0,0
DES998360,6/9/2015,SF,E,10,Perennial grass,2,15
DES998360,6/9/2015,SF,E,10,Annual forb,1,2.5
DES998360,6/9/2015,SF,E,10,Perennial forb ,2,15
DES998360,6/9/2015,SF,E,10,Shrub ,0,0
DES998360,6/9/2015,SF,E,10,Bare Ground,2,15
DES998360,6/9/2015,SF,E,10,Litter,1,2.5
DES998360,6/9/2015,SF,E,10,Gravel,2,15
DES998360,6/9/2015,SF,E,10,Rock,3,37.5
DES998360,6/9/2015,SF,E,10,Crust,0,0
DES998360,6/9/2015,SF,E,11,Cheatgrass,0,0
DES998360,6/9/2015,SF,E,11,Other Ann Grass,0,0
DES998360,6/9/2015,SF,E,11,Perennial grass,2,15
DES998360,6/9/2015,SF,E,11,Annual forb,1,2.5
DES998360,6/9/2015,SF,E,11,Perennial forb ,2,15
DES998360,6/9/2015,SF,E,11,Shrub ,0,0
DES998360,6/9/2015,SF,E,11,Bare Ground,3,37.5
DES998360,6/9/2015,SF,E,11,Litter,1,2.5
DES998360,6/9/2015,SF,E,11,Gravel,1,2.5
DES998360,6/9/2015,SF,E,11,Rock,2,15
DES998360,6/9/2015,SF,E,11,Crust,0,0
DES998360,6/9/2015,SF,N,2,Cheatgrass,1,2.5
DES998360,6/9/2015,SF,N,2,Other Ann Grass,0,0
DES998360,6/9/2015,SF,N,2,Perennial grass,3,37.5
DES998360,6/9/2015,SF,N,2,Annual forb,1,2.5
DES998360,6/9/2015,SF,N,2,Perennial forb ,2,15
DES998360,6/9/2015,SF,N,2,Shrub ,1,2.5
DES998360,6/9/2015,SF,N,2,Bare Ground,2,15
DES998360,6/9/2015,SF,N,2,Litter,2,15
DES998360,6/9/2015,SF,N,2,Gravel,2,15
DES998360,6/9/2015,SF,N,2,Rock,3,37.5
DES998360,6/9/2015,SF,N,2,Crust,0,0
DES998360,6/9/2015,SF,N,5,Cheatgrass,0,0
DES998360,6/9/2015,SF,N,5,Other Ann Grass,0,0
DES998360,6/9/2015,SF,N,5,Perennial grass,2,15
DES998360,6/9/2015,SF,N,5,Annual forb,1,2.5
DES998360,6/9/2015,SF,N,5,Perennial forb ,2,15
DES998360,6/9/2015,SF,N,5,Shrub ,0,0
DES998360,6/9/2015,SF,N,5,Bare Ground,3,37.5
DES998360,6/9/2015,SF,N,5,Litter,1,2.5
DES998360,6/9/2015,SF,N,5,Gravel,2,15
DES998360,6/9/2015,SF,N,5,Rock,2,15
DES998360,6/9/2015,SF,N,5,Crust,1,2.5
DES998360,6/9/2015,SF,N,11,Cheatgrass,0,0
DES998360,6/9/2015,SF,N,11,Other Ann Grass,0,0
DES998360,6/9/2015,SF,N,11,Perennial grass,2,15
DES998360,6/9/2015,SF,N,11,Annual forb,1,2.5
DES998360,6/9/2015,SF,N,11,Perennial forb ,2,15
DES998360,6/9/2015,SF,N,11,Shrub ,0,0
DES998360,6/9/2015,SF,N,11,Bare Ground,1,2.5
DES998360,6/9/2015,SF,N,11,Litter,1,2.5
DES998360,6/9/2015,SF,N,11,Gravel,2,15
DES998360,6/9/2015,SF,N,11,Rock,2,15
DES998360,6/9/2015,SF,N,11,Crust,0,0
DES998360,6/9/2015,SF,N,13,Cheatgrass,0,0
DES998360,6/9/2015,SF,N,13,Other Ann Grass,0,0
DES998360,6/9/2015,SF,N,13,Perennial grass,2,15
DES998360,6/9/2015,SF,N,13,Annual forb,1,2.5
DES998360,6/9/2015,SF,N,13,Perennial forb ,2,15
DES998360,6/9/2015,SF,N,13,Shrub ,0,0
DES998360,6/9/2015,SF,N,13,Bare Ground,2,15
DES998360,6/9/2015,SF,N,13,Litter,1,2.5
DES998360,6/9/2015,SF,N,13,Gravel,2,15
DES998360,6/9/2015,SF,N,13,Rock,2,15
DES998360,6/9/2015,SF,N,13,Crust,0,0
DES998360,6/9/2015,SF,N,15,Cheatgrass,0,0
DES998360,6/9/2015,SF,N,15,Other Ann Grass,0,0
DES998360,6/9/2015,SF,N,15,Perennial grass,2,15
DES998360,6/9/2015,SF,N,15,Annual forb,1,2.5
DES998360,6/9/2015,SF,N,15,Perennial forb ,0,0
DES998360,6/9/2015,SF,N,15,Shrub ,0,0
DES998360,6/9/2015,SF,N,15,Bare Ground,3,37.5
DES998360,6/9/2015,SF,N,15,Litter,3,37.5
DES998360,6/9/2015,SF,N,15,Gravel,2,15
DES998360,6/9/2015,SF,N,15,Rock,1,2.5
DES998360,6/9/2015,SF,N,15,Crust,0,0
DES998360,6/9/2015,SF,S,2,Cheatgrass,0,0
DES998360,6/9/2015,SF,S,2,Other Ann Grass,0,0
DES998360,6/9/2015,SF,S,2,Perennial grass,4,62.5
DES998360,6/9/2015,SF,S,2,Annual forb,1,2.5
DES998360,6/9/2015,SF,S,2,Perennial forb ,2,15
DES998360,6/9/2015,SF,S,2,Shrub ,0,0
DES998360,6/9/2015,SF,S,2,Bare Ground,0,0
DES998360,6/9/2015,SF,S,2,Litter,3,37.5
DES998360,6/9/2015,SF,S,2,Gravel,1,2.5
DES998360,6/9/2015,SF,S,2,Rock,2,15
DES998360,6/9/2015,SF,S,2,Crust,0,0
DES998360,6/9/2015,SF,S,3,Cheatgrass,0,0
DES998360,6/9/2015,SF,S,3,Other Ann Grass,0,0
DES998360,6/9/2015,SF,S,3,Perennial grass,3,37.5
DES998360,6/9/2015,SF,S,3,Annual forb,1,2.5
DES998360,6/9/2015,SF,S,3,Perennial forb ,2,15
DES998360,6/9/2015,SF,S,3,Shrub ,0,0
DES998360,6/9/2015,SF,S,3,Bare Ground,0,0
DES998360,6/9/2015,SF,S,3,Litter,3,37.5
DES998360,6/9/2015,SF,S,3,Gravel,0,0
DES998360,6/9/2015,SF,S,3,Rock,2,15
DES998360,6/9/2015,SF,S,3,Crust,0,0
DES998360,6/9/2015,SF,S,13,Cheatgrass,1,2.5
DES998360,6/9/2015,SF,S,13,Other Ann Grass,0,0
DES998360,6/9/2015,SF,S,13,Perennial grass,1,2.5
DES998360,6/9/2015,SF,S,13,Annual forb,2,15
DES998360,6/9/2015,SF,S,13,Perennial forb ,0,0
DES998360,6/9/2015,SF,S,13,Shrub ,0,0
DES998360,6/9/2015,SF,S,13,Bare Ground,1,2.5
DES998360,6/9/2015,SF,S,13,Litter,5,85
DES998360,6/9/2015,SF,S,13,Gravel,1,2.5
DES998360,6/9/2015,SF,S,13,Rock,2,15
DES998360,6/9/2015,SF,S,13,Crust,0,0
DES998360,6/9/2015,SF,S,14,Cheatgrass,1,2.5
DES998360,6/9/2015,SF,S,14,Other Ann Grass,0,0
DES998360,6/9/2015,SF,S,14,Perennial grass,2,15
DES998360,6/9/2015,SF,S,14,Annual forb,2,15
DES998360,6/9/2015,SF,S,14,Perennial forb ,0,0
DES998360,6/9/2015,SF,S,14,Shrub ,2,15
DES998360,6/9/2015,SF,S,14,Bare Ground,0,0
DES998360,6/9/2015,SF,S,14,Litter,5,85
DES998360,6/9/2015,SF,S,14,Gravel,1,2.5
DES998360,6/9/2015,SF,S,14,Rock,2,15
DES998360,6/9/2015,SF,S,14,Crust,0,0
DES998360,6/9/2015,SF,S,15,Cheatgrass,0,0
DES998360,6/9/2015,SF,S,15,Other Ann Grass,0,0
DES998360,6/9/2015,SF,S,15,Perennial grass,3,37.5
DES998360,6/9/2015,SF,S,15,Annual forb,1,2.5
DES998360,6/9/2015,SF,S,15,Perennial forb ,0,0
DES998360,6/9/2015,SF,S,15,Shrub ,2,15
DES998360,6/9/2015,SF,S,15,Bare Ground,1,2.5
DES998360,6/9/2015,SF,S,15,Litter,4,62.5
DES998360,6/9/2015,SF,S,15,Gravel,0,0
DES998360,6/9/2015,SF,S,15,Rock,2,15
DES998360,6/9/2015,SF,S,15,Crust,0,0
DES998360,6/9/2015,SF,W,2,Cheatgrass,0,0
DES998360,6/9/2015,SF,W,2,Other Ann Grass,0,0
DES998360,6/9/2015,SF,W,2,Perennial grass,2,15
DES998360,6/9/2015,SF,W,2,Annual forb,0,0
DES998360,6/9/2015,SF,W,2,Perennial forb ,2,15
DES998360,6/9/2015,SF,W,2,Shrub ,2,15
DES998360,6/9/2015,SF,W,2,Bare Ground,3,37.5
DES998360,6/9/2015,SF,W,2,Litter,2,15
DES998360,6/9/2015,SF,W,2,Gravel,2,15
DES998360,6/9/2015,SF,W,2,Rock,3,37.5
DES998360,6/9/2015,SF,W,2,Crust,0,0
DES998360,6/9/2015,SF,W,3,Cheatgrass,0,0
DES998360,6/9/2015,SF,W,3,Other Ann Grass,0,0
DES998360,6/9/2015,SF,W,3,Perennial grass,2,15
DES998360,6/9/2015,SF,W,3,Annual forb,0,0
DES998360,6/9/2015,SF,W,3,Perennial forb ,2,15
DES998360,6/9/2015,SF,W,3,Shrub ,3,37.5
DES998360,6/9/2015,SF,W,3,Bare Ground,2,15
DES998360,6/9/2015,SF,W,3,Litter,2,15
DES998360,6/9/2015,SF,W,3,Gravel,2,15
DES998360,6/9/2015,SF,W,3,Rock,3,37.5
DES998360,6/9/2015,SF,W,3,Crust,0,0
DES998360,6/9/2015,SF,W,4,Cheatgrass,0,0
DES998360,6/9/2015,SF,W,4,Other Ann Grass,0,0
DES998360,6/9/2015,SF,W,4,Perennial grass,2,15
DES998360,6/9/2015,SF,W,4,Annual forb,1,2.5
DES998360,6/9/2015,SF,W,4,Perennial forb ,2,15
DES998360,6/9/2015,SF,W,4,Shrub ,1,2.5
DES998360,6/9/2015,SF,W,4,Bare Ground,1,2.5
DES998360,6/9/2015,SF,W,4,Litter,1,2.5
DES998360,6/9/2015,SF,W,4,Gravel,3,37.5
DES998360,6/9/2015,SF,W,4,Rock,2,15
DES998360,6/9/2015,SF,W,4,Crust,0,0
DES998360,6/9/2015,SF,W,5,Cheatgrass,0,0
DES998360,6/9/2015,SF,W,5,Other Ann Grass,0,0
DES998360,6/9/2015,SF,W,5,Perennial grass,2,15
DES998360,6/9/2015,SF,W,5,Annual forb,1,2.5
DES998360,6/9/2015,SF,W,5,Perennial forb ,2,15
DES998360,6/9/2015,SF,W,5,Shrub ,0,0
DES998360,6/9/2015,SF,W,5,Bare Ground,2,15
DES998360,6/9/2015,SF,W,5,Litter,1,2.5
DES998360,6/9/2015,SF,W,5,Gravel,3,37.5
DES998360,6/9/2015,SF,W,5,Rock,2,15
DES998360,6/9/2015,SF,W,5,Crust,0,0
DES998360,6/9/2015,SF,W,15,Cheatgrass,0,0
DES998360,6/9/2015,SF,W,15,Other Ann Grass,0,0
DES998360,6/9/2015,SF,W,15,Perennial grass,2,15
DES998360,6/9/2015,SF,W,15,Annual forb,1,2.5
DES998360,6/9/2015,SF,W,15,Perennial forb ,0,0
DES998360,6/9/2015,SF,W,15,Shrub ,0,0
DES998360,6/9/2015,SF,W,15,Bare Ground,0,0
DES998360,6/9/2015,SF,W,15,Litter,5,85
DES998360,6/9/2015,SF,W,15,Gravel,0,0
DES998360,6/9/2015,SF,W,15,Rock,1,2.5
DES998360,6/9/2015,SF,W,15,Crust,0,0
DIA248,6/25/2015,SF,E,3,Cheatgrass,0,0
DIA248,6/25/2015,SF,E,3,Other Ann Grass,0,0
DIA248,6/25/2015,SF,E,3,Perennial grass,4,62.5
DIA248,6/25/2015,SF,E,3,Annual forb,4,62.5
DIA248,6/25/2015,SF,E,3,Perennial forb ,0,0
DIA248,6/25/2015,SF,E,3,Shrub ,1,2.5
DIA248,6/25/2015,SF,E,3,Bare Ground,0,0
DIA248,6/25/2015,SF,E,3,Litter,2,15
DIA248,6/25/2015,SF,E,3,Gravel,0,0
DIA248,6/25/2015,SF,E,3,Rock,2,15
DIA248,6/25/2015,SF,E,3,Crust,0,0
DIA248,6/25/2015,SF,E,7,Cheatgrass,0,0
DIA248,6/25/2015,SF,E,7,Other Ann Grass,0,0
DIA248,6/25/2015,SF,E,7,Perennial grass,3,37.5
DIA248,6/25/2015,SF,E,7,Annual forb,1,2.5
DIA248,6/25/2015,SF,E,7,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,E,7,Shrub ,0,0
DIA248,6/25/2015,SF,E,7,Bare Ground,1,2.5
DIA248,6/25/2015,SF,E,7,Litter,2,15
DIA248,6/25/2015,SF,E,7,Gravel,2,15
DIA248,6/25/2015,SF,E,7,Rock,2,15
DIA248,6/25/2015,SF,E,7,Crust,0,0
DIA248,6/25/2015,SF,E,8,Cheatgrass,1,2.5
DIA248,6/25/2015,SF,E,8,Other Ann Grass,0,0
DIA248,6/25/2015,SF,E,8,Perennial grass,2,15
DIA248,6/25/2015,SF,E,8,Annual forb,1,2.5
DIA248,6/25/2015,SF,E,8,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,E,8,Shrub ,0,0
DIA248,6/25/2015,SF,E,8,Bare Ground,1,2.5
DIA248,6/25/2015,SF,E,8,Litter,2,15
DIA248,6/25/2015,SF,E,8,Gravel,3,37.5
DIA248,6/25/2015,SF,E,8,Rock,2,15
DIA248,6/25/2015,SF,E,8,Crust,0,0
DIA248,6/25/2015,SF,E,11,Cheatgrass,1,2.5
DIA248,6/25/2015,SF,E,11,Other Ann Grass,0,0
DIA248,6/25/2015,SF,E,11,Perennial grass,2,15
DIA248,6/25/2015,SF,E,11,Annual forb,2,15
DIA248,6/25/2015,SF,E,11,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,E,11,Shrub ,2,15
DIA248,6/25/2015,SF,E,11,Bare Ground,0,0
DIA248,6/25/2015,SF,E,11,Litter,5,85
DIA248,6/25/2015,SF,E,11,Gravel,0,0
DIA248,6/25/2015,SF,E,11,Rock,0,0
DIA248,6/25/2015,SF,E,11,Crust,0,0
DIA248,6/25/2015,SF,E,13,Cheatgrass,2,15
DIA248,6/25/2015,SF,E,13,Other Ann Grass,0,0
DIA248,6/25/2015,SF,E,13,Perennial grass,2,15
DIA248,6/25/2015,SF,E,13,Annual forb,2,15
DIA248,6/25/2015,SF,E,13,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,E,13,Shrub ,2,15
DIA248,6/25/2015,SF,E,13,Bare Ground,0,0
DIA248,6/25/2015,SF,E,13,Litter,2,15
DIA248,6/25/2015,SF,E,13,Gravel,1,2.5
DIA248,6/25/2015,SF,E,13,Rock,2,15
DIA248,6/25/2015,SF,E,13,Crust,0,0
DIA248,6/25/2015,SF,N,2,Cheatgrass,0,0
DIA248,6/25/2015,SF,N,2,Other Ann Grass,0,0
DIA248,6/25/2015,SF,N,2,Perennial grass,4,62.5
DIA248,6/25/2015,SF,N,2,Annual forb,0,0
DIA248,6/25/2015,SF,N,2,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,N,2,Shrub ,0,0
DIA248,6/25/2015,SF,N,2,Bare Ground,2,15
DIA248,6/25/2015,SF,N,2,Litter,2,15
DIA248,6/25/2015,SF,N,2,Gravel,0,0
DIA248,6/25/2015,SF,N,2,Rock,1,2.5
DIA248,6/25/2015,SF,N,2,Crust,0,0
DIA248,6/25/2015,SF,N,4,Cheatgrass,0,0
DIA248,6/25/2015,SF,N,4,Other Ann Grass,0,0
DIA248,6/25/2015,SF,N,4,Perennial grass,2,15
DIA248,6/25/2015,SF,N,4,Annual forb,0,0
DIA248,6/25/2015,SF,N,4,Perennial forb ,0,0
DIA248,6/25/2015,SF,N,4,Shrub ,3,37.5
DIA248,6/25/2015,SF,N,4,Bare Ground,1,2.5
DIA248,6/25/2015,SF,N,4,Litter,2,15
DIA248,6/25/2015,SF,N,4,Gravel,2,15
DIA248,6/25/2015,SF,N,4,Rock,2,15
DIA248,6/25/2015,SF,N,4,Crust,0,0
DIA248,6/25/2015,SF,N,7,Cheatgrass,0,0
DIA248,6/25/2015,SF,N,7,Other Ann Grass,0,0
DIA248,6/25/2015,SF,N,7,Perennial grass,2,15
DIA248,6/25/2015,SF,N,7,Annual forb,0,0
DIA248,6/25/2015,SF,N,7,Perennial forb ,2,15
DIA248,6/25/2015,SF,N,7,Shrub ,0,0
DIA248,6/25/2015,SF,N,7,Bare Ground,3,37.5
DIA248,6/25/2015,SF,N,7,Litter,1,2.5
DIA248,6/25/2015,SF,N,7,Gravel,3,37.5
DIA248,6/25/2015,SF,N,7,Rock,2,15
DIA248,6/25/2015,SF,N,7,Crust,0,0
DIA248,6/25/2015,SF,N,11,Cheatgrass,1,2.5
DIA248,6/25/2015,SF,N,11,Other Ann Grass,0,0
DIA248,6/25/2015,SF,N,11,Perennial grass,2,15
DIA248,6/25/2015,SF,N,11,Annual forb,1,2.5
DIA248,6/25/2015,SF,N,11,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,N,11,Shrub ,0,0
DIA248,6/25/2015,SF,N,11,Bare Ground,1,2.5
DIA248,6/25/2015,SF,N,11,Litter,1,2.5
DIA248,6/25/2015,SF,N,11,Gravel,2,15
DIA248,6/25/2015,SF,N,11,Rock,4,62.5
DIA248,6/25/2015,SF,N,11,Crust,0,0
DIA248,6/25/2015,SF,N,12,Cheatgrass,0,0
DIA248,6/25/2015,SF,N,12,Other Ann Grass,0,0
DIA248,6/25/2015,SF,N,12,Perennial grass,2,15
DIA248,6/25/2015,SF,N,12,Annual forb,1,2.5
DIA248,6/25/2015,SF,N,12,Perennial forb ,0,0
DIA248,6/25/2015,SF,N,12,Shrub ,2,15
DIA248,6/25/2015,SF,N,12,Bare Ground,2,15
DIA248,6/25/2015,SF,N,12,Litter,1,2.5
DIA248,6/25/2015,SF,N,12,Gravel,3,37.5
DIA248,6/25/2015,SF,N,12,Rock,3,37.5
DIA248,6/25/2015,SF,N,12,Crust,1,2.5
DIA248,6/25/2015,SF,S,2,Cheatgrass,1,2.5
DIA248,6/25/2015,SF,S,2,Other Ann Grass,0,0
DIA248,6/25/2015,SF,S,2,Perennial grass,4,62.5
DIA248,6/25/2015,SF,S,2,Annual forb,1,2.5
DIA248,6/25/2015,SF,S,2,Perennial forb ,0,0
DIA248,6/25/2015,SF,S,2,Shrub ,0,0
DIA248,6/25/2015,SF,S,2,Bare Ground,0,0
DIA248,6/25/2015,SF,S,2,Litter,2,15
DIA248,6/25/2015,SF,S,2,Gravel,0,0
DIA248,6/25/2015,SF,S,2,Rock,0,0
DIA248,6/25/2015,SF,S,2,Crust,0,0
DIA248,6/25/2015,SF,S,6,Cheatgrass,0,0
DIA248,6/25/2015,SF,S,6,Other Ann Grass,0,0
DIA248,6/25/2015,SF,S,6,Perennial grass,2,15
DIA248,6/25/2015,SF,S,6,Annual forb,1,2.5
DIA248,6/25/2015,SF,S,6,Perennial forb ,0,0
DIA248,6/25/2015,SF,S,6,Shrub ,4,62.5
DIA248,6/25/2015,SF,S,6,Bare Ground,0,0
DIA248,6/25/2015,SF,S,6,Litter,2,15
DIA248,6/25/2015,SF,S,6,Gravel,2,15
DIA248,6/25/2015,SF,S,6,Rock,1,2.5
DIA248,6/25/2015,SF,S,6,Crust,0,0
DIA248,6/25/2015,SF,S,13,Cheatgrass,0,0
DIA248,6/25/2015,SF,S,13,Other Ann Grass,0,0
DIA248,6/25/2015,SF,S,13,Perennial grass,1,2.5
DIA248,6/25/2015,SF,S,13,Annual forb,1,2.5
DIA248,6/25/2015,SF,S,13,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,S,13,Shrub ,0,0
DIA248,6/25/2015,SF,S,13,Bare Ground,0,0
DIA248,6/25/2015,SF,S,13,Litter,6,97.5
DIA248,6/25/2015,SF,S,13,Gravel,0,0
DIA248,6/25/2015,SF,S,13,Rock,0,0
DIA248,6/25/2015,SF,S,13,Crust,0,0
DIA248,6/25/2015,SF,S,14,Cheatgrass,0,0
DIA248,6/25/2015,SF,S,14,Other Ann Grass,0,0
DIA248,6/25/2015,SF,S,14,Perennial grass,1,2.5
DIA248,6/25/2015,SF,S,14,Annual forb,1,2.5
DIA248,6/25/2015,SF,S,14,Perennial forb ,0,0
DIA248,6/25/2015,SF,S,14,Shrub ,3,37.5
DIA248,6/25/2015,SF,S,14,Bare Ground,0,0
DIA248,6/25/2015,SF,S,14,Litter,2,15
DIA248,6/25/2015,SF,S,14,Gravel,0,0
DIA248,6/25/2015,SF,S,14,Rock,3,37.5
DIA248,6/25/2015,SF,S,14,Crust,0,0
DIA248,6/25/2015,SF,S,16,Cheatgrass,0,0
DIA248,6/25/2015,SF,S,16,Other Ann Grass,0,0
DIA248,6/25/2015,SF,S,16,Perennial grass,2,15
DIA248,6/25/2015,SF,S,16,Annual forb,1,2.5
DIA248,6/25/2015,SF,S,16,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,S,16,Shrub ,3,37.5
DIA248,6/25/2015,SF,S,16,Bare Ground,2,15
DIA248,6/25/2015,SF,S,16,Litter,2,15
DIA248,6/25/2015,SF,S,16,Gravel,1,2.5
DIA248,6/25/2015,SF,S,16,Rock,0,0
DIA248,6/25/2015,SF,S,16,Crust,0,0
DIA248,6/25/2015,SF,W,2,Cheatgrass,2,15
DIA248,6/25/2015,SF,W,2,Other Ann Grass,0,0
DIA248,6/25/2015,SF,W,2,Perennial grass,0,0
DIA248,6/25/2015,SF,W,2,Annual forb,1,2.5
DIA248,6/25/2015,SF,W,2,Perennial forb ,0,0
DIA248,6/25/2015,SF,W,2,Shrub ,3,37.5
DIA248,6/25/2015,SF,W,2,Bare Ground,3,37.5
DIA248,6/25/2015,SF,W,2,Litter,1,2.5
DIA248,6/25/2015,SF,W,2,Gravel,2,15
DIA248,6/25/2015,SF,W,2,Rock,0,0
DIA248,6/25/2015,SF,W,2,Crust,0,0
DIA248,6/25/2015,SF,W,5,Cheatgrass,1,2.5
DIA248,6/25/2015,SF,W,5,Other Ann Grass,0,0
DIA248,6/25/2015,SF,W,5,Perennial grass,2,15
DIA248,6/25/2015,SF,W,5,Annual forb,1,2.5
DIA248,6/25/2015,SF,W,5,Perennial forb ,1,2.5
DIA248,6/25/2015,SF,W,5,Shrub ,0,0
DIA248,6/25/2015,SF,W,5,Bare Ground,0,0
DIA248,6/25/2015,SF,W,5,Litter,1,2.5
DIA248,6/25/2015,SF,W,5,Gravel,1,2.5
DIA248,6/25/2015,SF,W,5,Rock,4,62.5
DIA248,6/25/2015,SF,W,5,Crust,0,0
DIA248,6/25/2015,SF,W,7,Cheatgrass,1,2.5
DIA248,6/25/2015,SF,W,7,Other Ann Grass,0,0
DIA248,6/25/2015,SF,W,7,Perennial grass,2,15
DIA248,6/25/2015,SF,W,7,Annual forb,0,0
DIA248,6/25/2015,SF,W,7,Perennial forb ,0,0
DIA248,6/25/2015,SF,W,7,Shrub ,2,15
DIA248,6/25/2015,SF,W,7,Bare Ground,2,15
DIA248,6/25/2015,SF,W,7,Litter,2,15
DIA248,6/25/2015,SF,W,7,Gravel,0,0
DIA248,6/25/2015,SF,W,7,Rock,3,37.5
DIA248,6/25/2015,SF,W,7,Crust,0,0
DIA248,6/25/2015,SF,W,12,Cheatgrass,1,2.5
DIA248,6/25/2015,SF,W,12,Other Ann Grass,0,0
DIA248,6/25/2015,SF,W,12,Perennial grass,2,15
