Plot,Date,Observers,Transect,Meter,Species,Cover
SS452,9/11/2015,PW,N,7,STEACA,0
SS452,9/11/2015,PW,N,11,ELYELY,0
SS452,9/11/2015,PW,N,11,POASEC,0
SS452,9/11/2015,PW,N,11,ARTARB,0
SS452,9/11/2015,PW,N,11,STEACA,0
SS452,9/11/2015,PW,N,15,ELYELY,2
SS452,9/11/2015,PW,N,15,POASEC,2
SS452,9/11/2015,PW,N,15,ARTARB,0
SS452,9/11/2015,PW,N,15,STEACA,0
SS452,9/11/2015,PW,E,14,POASEC,3
SS452,9/11/2015,PW,E,14,ELYELY,0
SS452,9/11/2015,PW,E,14,STEACA,0
SS452,9/11/2015,PW,E,14,PHLHOO,0
SS452,9/11/2015,PW,E,5,POASEC,2
SS452,9/11/2015,PW,E,5,ELYELY,0
SS452,9/11/2015,PW,E,5,STEACA,0
SS452,9/11/2015,PW,E,5,PHLHOO,0
SS452,9/11/2015,PW,E,7,POASEC,0
SS452,9/11/2015,PW,E,7,ELYELY,0
SS452,9/11/2015,PW,E,7,STEACA,0
SS452,9/11/2015,PW,E,7,PHLHOO,0
SS452,9/11/2015,PW,E,8,POASEC,0
SS452,9/11/2015,PW,E,8,ELYELY,3
SS452,9/11/2015,PW,E,8,STEACA,1
SS452,9/11/2015,PW,E,8,PHLHOO,1
SS452,9/11/2015,PW,E,1,POASEC,0
SS452,9/11/2015,PW,E,1,ELYELY,0
SS452,9/11/2015,PW,E,1,STEACA,0
SS452,9/11/2015,PW,E,1,PHLHOO,0
SS452,9/11/2015,PW,S,6,LEPPUN,1
SS452,9/11/2015,PW,S,6,POASEC,2
SS452,9/11/2015,PW,S,9,LEPPUN,0
SS452,9/11/2015,PW,S,9,POASEC,1
SS452,9/11/2015,PW,S,11,LEPPUN,0
SS452,9/11/2015,PW,S,11,POASEC,1
SS452,9/11/2015,PW,S,13,LEPPUN,0
SS452,9/11/2015,PW,S,13,POASEC,4
SS452,9/11/2015,PW,S,14,LEPPUN,0
SS452,9/11/2015,PW,S,14,POASEC,1
SS452,9/11/2015,PW,W,3,POASEC,6
SS452,9/11/2015,PW,W,3,ARTARB,0
SS452,9/11/2015,PW,W,3,ERIAPH,0
SS452,9/11/2015,PW,W,6,POASEC,3
SS452,9/11/2015,PW,W,6,ARTARB,0
SS452,9/11/2015,PW,W,6,ERIAPH,0
SS452,9/11/2015,PW,W,7,POASEC,3
SS452,9/11/2015,PW,W,7,ARTARB,0
SS452,9/11/2015,PW,W,7,ERIAPH,0
SS452,9/11/2015,PW,W,11,POASEC,5
SS452,9/11/2015,PW,W,11,ARTARB,0
SS452,9/11/2015,PW,W,11,ERIAPH,0
SS452,9/11/2015,PW,W,14,POASEC,4
SS452,9/11/2015,PW,W,14,ARTARB,6
SS452,9/11/2015,PW,W,14,ERIAPH,1
SS452360,9/12/2015,PW,N,2,POASEC,3
SS452360,9/12/2015,PW,N,2,STEACA,1
SS452360,9/12/2015,PW,N,2,LEPPUN,0
SS452360,9/12/2015,PW,N,2,PHLHOO,0
SS452360,9/12/2015,PW,N,5,POASEC,4
SS452360,9/12/2015,PW,N,5,STEACA,0
SS452360,9/12/2015,PW,N,5,LEPPUN,1
SS452360,9/12/2015,PW,N,5,PHLHOO,3
SS452360,9/12/2015,PW,N,6,POASEC,6
SS452360,9/12/2015,PW,N,6,STEACA,0
SS452360,9/12/2015,PW,N,6,LEPPUN,0
SS452360,9/12/2015,PW,N,6,PHLHOO,2
SS452360,9/12/2015,PW,N,7,POASEC,6
SS452360,9/12/2015,PW,N,7,STEACA,0
SS452360,9/12/2015,PW,N,7,LEPPUN,0
SS452360,9/12/2015,PW,N,7,PHLHOO,0
SS452360,9/12/2015,PW,N,8,POASEC,7
SS452360,9/12/2015,PW,N,8,STEACA,0
SS452360,9/12/2015,PW,N,8,LEPPUN,0
SS452360,9/12/2015,PW,N,8,PHLHOO,0
SS452360,9/12/2015,PW,E,4,POASEC,2
SS452360,9/12/2015,PW,E,4,FESIDA,2
SS452360,9/12/2015,PW,E,4,LEPPUN,0
SS452360,9/12/2015,PW,E,6,POASEC,7
SS452360,9/12/2015,PW,E,6,FESIDA,1
SS452360,9/12/2015,PW,E,6,LEPPUN,1
SS452360,9/12/2015,PW,E,12,POASEC,8
SS452360,9/12/2015,PW,E,12,FESIDA,2
SS452360,9/12/2015,PW,E,12,LEPPUN,0
SS452360,9/12/2015,PW,E,14,POASEC,6
SS452360,9/12/2015,PW,E,14,FESIDA,1
SS452360,9/12/2015,PW,E,14,LEPPUN,0
SS452360,9/12/2015,PW,E,15,POASEC,15
SS452360,9/12/2015,PW,E,15,FESIDA,0
SS452360,9/12/2015,PW,E,15,LEPPUN,0
SS452360,9/12/2015,PW,S,3,STEACA,3
SS452360,9/12/2015,PW,S,3,FESIDA,1
SS452360,9/12/2015,PW,S,3,LEPPUN,2
SS452360,9/12/2015,PW,S,3,PHLHOO,1
SS452360,9/12/2015,PW,S,3,POASEC,2
SS452360,9/12/2015,PW,S,6,STEACA,3
SS452360,9/12/2015,PW,S,6,FESIDA,0
SS452360,9/12/2015,PW,S,6,LEPPUN,2
SS452360,9/12/2015,PW,S,6,PHLHOO,1
SS452360,9/12/2015,PW,S,6,POASEC,1
SS452360,9/12/2015,PW,S,12,STEACA,0
SS452360,9/12/2015,PW,S,12,FESIDA,0
SS452360,9/12/2015,PW,S,12,LEPPUN,2
SS452360,9/12/2015,PW,S,12,PHLHOO,2
SS452360,9/12/2015,PW,S,12,POASEC,2
SS452360,9/12/2015,PW,S,13,STEACA,1
SS452360,9/12/2015,PW,S,13,FESIDA,0
SS452360,9/12/2015,PW,S,13,LEPPUN,1
SS452360,9/12/2015,PW,S,13,PHLHOO,0
SS452360,9/12/2015,PW,S,13,POASEC,0
SS452360,9/12/2015,PW,S,16,STEACA,12
SS452360,9/12/2015,PW,S,16,FESIDA,0
SS452360,9/12/2015,PW,S,16,LEPPUN,4
SS452360,9/12/2015,PW,S,16,PHLHOO,1
SS452360,9/12/2015,PW,S,16,POASEC,2
SS452360,9/12/2015,PW,W,1,STEACA,1
SS452360,9/12/2015,PW,W,1,LEPPUN,2
SS452360,9/12/2015,PW,W,1,POASEC,1
SS452360,9/12/2015,PW,W,4,STEACA,1
SS452360,9/12/2015,PW,W,4,LEPPUN,1
SS452360,9/12/2015,PW,W,4,POASEC,2
SS452360,9/12/2015,PW,W,11,STEACA,1
SS452360,9/12/2015,PW,W,11,LEPPUN,0
SS452360,9/12/2015,PW,W,11,POASEC,3
SS452360,9/12/2015,PW,W,12,STEACA,1
SS452360,9/12/2015,PW,W,12,LEPPUN,0
SS452360,9/12/2015,PW,W,12,POASEC,2
SS452360,9/12/2015,PW,W,16,STEACA,0
SS452360,9/12/2015,PW,W,16,LEPPUN,0
SS452360,9/12/2015,PW,W,16,POASEC,1
SS452360,9/12/2015,PW,Bonus,Bonus,POASEC,10
SS452120,9/11/2015,PW,N,2,POASEC,3
SS452120,9/11/2015,PW,N,2,LEPPUN,2
SS452120,9/11/2015,PW,N,2,ELYELY,0
SS452120,9/11/2015,PW,N,2,STEACA,0
SS452120,9/11/2015,PW,N,2,ARTARB,0
SS452120,9/11/2015,PW,N,4,POASEC,6
SS452120,9/11/2015,PW,N,4,LEPPUN,2
SS452120,9/11/2015,PW,N,4,ELYELY,0
SS452120,9/11/2015,PW,N,4,STEACA,0
SS452120,9/11/2015,PW,N,4,ARTARB,0
SS452120,9/11/2015,PW,N,7,POASEC,5
SS452120,9/11/2015,PW,N,7,LEPPUN,1
SS452120,9/11/2015,PW,N,7,ELYELY,2
SS452120,9/11/2015,PW,N,7,STEACA,0
SS452120,9/11/2015,PW,N,7,ARTARB,0
SS452120,9/11/2015,PW,N,12,POASEC,1
SS452120,9/11/2015,PW,N,12,LEPPUN,2
SS452120,9/11/2015,PW,N,12,ELYELY,0
SS452120,9/11/2015,PW,N,12,STEACA,1
SS452120,9/11/2015,PW,N,12,ARTARB,0
SS452120,9/11/2015,PW,N,15,POASEC,1
SS452120,9/11/2015,PW,N,15,LEPPUN,0
SS452120,9/11/2015,PW,N,15,ELYELY,0
SS452120,9/11/2015,PW,N,15,STEACA,0
SS452120,9/11/2015,PW,N,15,ARTARB,2
SS452120,9/11/2015,PW,E,4,POASEC,0
SS452120,9/11/2015,PW,E,4,LEPPUN,0
SS452120,9/11/2015,PW,E,5,POASEC,0
SS452120,9/11/2015,PW,E,5,LEPPUN,0
SS452120,9/11/2015,PW,E,7,POASEC,2
SS452120,9/11/2015,PW,E,7,LEPPUN,0
SS452120,9/11/2015,PW,E,10,POASEC,1
SS452120,9/11/2015,PW,E,10,LEPPUN,0
SS452120,9/11/2015,PW,E,11,POASEC,2
SS452120,9/11/2015,PW,E,11,LEPPUN,1
SS452120,9/11/2015,PW,S,3,POASEC,7
SS452120,9/11/2015,PW,S,4,POASEC,7
SS452120,9/11/2015,PW,S,9,POASEC,10
SS452120,9/11/2015,PW,S,11,POASEC,5
SS452120,9/11/2015,PW,S,15,POASEC,2
SS452120,9/11/2015,PW,W,4,POASEC,6
SS452120,9/11/2015,PW,W,4,ARTARB,3
SS452120,9/11/2015,PW,W,6,POASEC,4
SS452120,9/11/2015,PW,W,6,ARTARB,0
SS452120,9/11/2015,PW,W,8,POASEC,3
SS452120,9/11/2015,PW,W,8,ARTARB,0
SS452120,9/11/2015,PW,W,12,POASEC,4
SS452120,9/11/2015,PW,W,12,ARTARB,0
SS452120,9/11/2015,PW,W,14,POASEC,6
SS452120,9/11/2015,PW,W,14,ARTARB,0
NP342,7/20/2015,SF,N,4,POASEC,13
NP342,7/20/2015,SF,N,6,POASEC,7
NP342,7/20/2015,SF,N,9,POASEC,9
NP342,7/20/2015,SF,N,10,POASEC,3
NP342,7/20/2015,SF,N,14,POASEC,6
NP342,7/20/2015,SF,E,3,OPUPOL,1
NP342,7/20/2015,SF,E,3,ARTARB,9
NP342,7/20/2015,SF,E,3,POASEC,1
NP342,7/20/2015,SF,E,3,BROTEC,0
NP342,7/20/2015,SF,E,3,PHLHOO,0
NP342,7/20/2015,SF,E,3,AREKIN,0
NP342,7/20/2015,SF,E,8,OPUPOL,0
NP342,7/20/2015,SF,E,8,ARTARB,3
NP342,7/20/2015,SF,E,8,POASEC,1
NP342,7/20/2015,SF,E,8,BROTEC,1
NP342,7/20/2015,SF,E,8,PHLHOO,2
NP342,7/20/2015,SF,E,8,AREKIN,0
NP342,7/20/2015,SF,E,10,OPUPOL,0
NP342,7/20/2015,SF,E,10,ARTARB,6
NP342,7/20/2015,SF,E,10,POASEC,4
NP342,7/20/2015,SF,E,10,BROTEC,0
NP342,7/20/2015,SF,E,10,PHLHOO,2
NP342,7/20/2015,SF,E,10,AREKIN,0
NP342,7/20/2015,SF,E,12,OPUPOL,0
NP342,7/20/2015,SF,E,12,ARTARB,12
NP342,7/20/2015,SF,E,12,POASEC,8
NP342,7/20/2015,SF,E,12,BROTEC,0
NP342,7/20/2015,SF,E,12,PHLHOO,0
NP342,7/20/2015,SF,E,12,AREKIN,3
NP342,7/20/2015,SF,E,15,OPUPOL,0
NP342,7/20/2015,SF,E,15,ARTARB,0
NP342,7/20/2015,SF,E,15,POASEC,4
NP342,7/20/2015,SF,E,15,BROTEC,1
NP342,7/20/2015,SF,E,15,PHLHOO,0
NP342,7/20/2015,SF,E,15,AREKIN,0
NP342,7/20/2015,SF,S,1,ARTARB,25
NP342,7/20/2015,SF,S,1,CHRVIS,3
NP342,7/20/2015,SF,S,1,POASEC,6
NP342,7/20/2015,SF,S,1,ERIOVA,0
NP342,7/20/2015,SF,S,1,EPHVIR,0
NP342,7/20/2015,SF,S,6,ARTARB,20
NP342,7/20/2015,SF,S,6,CHRVIS,0
NP342,7/20/2015,SF,S,6,POASEC,7
NP342,7/20/2015,SF,S,6,ERIOVA,1
NP342,7/20/2015,SF,S,6,EPHVIR,0
NP342,7/20/2015,SF,S,9,ARTARB,3
NP342,7/20/2015,SF,S,9,CHRVIS,0
NP342,7/20/2015,SF,S,9,POASEC,8
NP342,7/20/2015,SF,S,9,ERIOVA,0
NP342,7/20/2015,SF,S,9,EPHVIR,5
NP342,7/20/2015,SF,S,12,ARTARB,0
NP342,7/20/2015,SF,S,12,CHRVIS,0
NP342,7/20/2015,SF,S,12,POASEC,10
NP342,7/20/2015,SF,S,12,ERIOVA,0
NP342,7/20/2015,SF,S,12,EPHVIR,0
NP342,7/20/2015,SF,S,13,ARTARB,0
NP342,7/20/2015,SF,S,13,CHRVIS,0
NP342,7/20/2015,SF,S,13,POASEC,3
NP342,7/20/2015,SF,S,13,ERIOVA,0
NP342,7/20/2015,SF,S,13,EPHVIR,0
NP342,7/20/2015,SF,W,3,ARTARB,18
NP342,7/20/2015,SF,W,3,BROTEC,2
NP342,7/20/2015,SF,W,3,POASEC,4
NP342,7/20/2015,SF,W,11,ARTARB,20
NP342,7/20/2015,SF,W,11,BROTEC,2
NP342,7/20/2015,SF,W,11,POASEC,4
NP342,7/20/2015,SF,W,13,ARTARB,14
NP342,7/20/2015,SF,W,13,BROTEC,6
NP342,7/20/2015,SF,W,13,POASEC,3
NP342,7/20/2015,SF,W,14,ARTARB,0
NP342,7/20/2015,SF,W,14,BROTEC,5
NP342,7/20/2015,SF,W,14,POASEC,3
NP342,7/20/2015,SF,W,15,ARTARB,6
NP342,7/20/2015,SF,W,15,BROTEC,0
NP342,7/20/2015,SF,W,15,POASEC,12
NP342240,7/22/2015,SF,N,1,BROTEC,8
NP342240,7/22/2015,SF,N,1,POASEC,5
NP342240,7/22/2015,SF,N,1,ELYELY,0
NP342240,7/22/2015,SF,N,1,CHRVIS,0
NP342240,7/22/2015,SF,N,1,ARTARB,0
NP342240,7/22/2015,SF,N,1,ARTTRIV,0
NP342240,7/22/2015,SF,N,1,ERIAPH,0
NP342240,7/22/2015,SF,N,1,EPHVIR,0
NP342240,7/22/2015,SF,N,6,BROTEC,0
NP342240,7/22/2015,SF,N,6,POASEC,4
NP342240,7/22/2015,SF,N,6,ELYELY,2
NP342240,7/22/2015,SF,N,6,CHRVIS,3
NP342240,7/22/2015,SF,N,6,ARTARB,0
NP342240,7/22/2015,SF,N,6,ARTTRIV,0
NP342240,7/22/2015,SF,N,6,ERIAPH,0
NP342240,7/22/2015,SF,N,6,EPHVIR,0
NP342240,7/22/2015,SF,N,8,BROTEC,0
NP342240,7/22/2015,SF,N,8,POASEC,4
NP342240,7/22/2015,SF,N,8,ELYELY,2
NP342240,7/22/2015,SF,N,8,CHRVIS,8
NP342240,7/22/2015,SF,N,8,ARTARB,4
NP342240,7/22/2015,SF,N,8,ARTTRIV,0
NP342240,7/22/2015,SF,N,8,ERIAPH,0
NP342240,7/22/2015,SF,N,8,EPHVIR,0
NP342240,7/22/2015,SF,N,11,BROTEC,0
NP342240,7/22/2015,SF,N,11,POASEC,6
NP342240,7/22/2015,SF,N,11,ELYELY,1
NP342240,7/22/2015,SF,N,11,CHRVIS,1
NP342240,7/22/2015,SF,N,11,ARTARB,0
NP342240,7/22/2015,SF,N,11,ARTTRIV,1
NP342240,7/22/2015,SF,N,11,ERIAPH,2
NP342240,7/22/2015,SF,N,11,EPHVIR,0
NP342240,7/22/2015,SF,N,13,BROTEC,2
NP342240,7/22/2015,SF,N,13,POASEC,6
NP342240,7/22/2015,SF,N,13,ELYELY,0
NP342240,7/22/2015,SF,N,13,CHRVIS,0
NP342240,7/22/2015,SF,N,13,ARTARB,0
NP342240,7/22/2015,SF,N,13,ARTTRIV,0
NP342240,7/22/2015,SF,N,13,ERIAPH,0
NP342240,7/22/2015,SF,N,13,EPHVIR,40
NP342240,7/22/2015,SF,E,2,BROTEC,2
NP342240,7/22/2015,SF,E,2,POASEC,7
NP342240,7/22/2015,SF,E,2,ARTTRIV,30
NP342240,7/22/2015,SF,E,2,CHRVIS,2
NP342240,7/22/2015,SF,E,2,ARTARB,0
NP342240,7/22/2015,SF,E,8,BROTEC,1
NP342240,7/22/2015,SF,E,8,POASEC,5
NP342240,7/22/2015,SF,E,8,ARTTRIV,1
NP342240,7/22/2015,SF,E,8,CHRVIS,15
NP342240,7/22/2015,SF,E,8,ARTARB,0
NP342240,7/22/2015,SF,E,12,BROTEC,0
NP342240,7/22/2015,SF,E,12,POASEC,0
NP342240,7/22/2015,SF,E,12,ARTTRIV,0
NP342240,7/22/2015,SF,E,12,CHRVIS,0
NP342240,7/22/2015,SF,E,12,ARTARB,0
NP342240,7/22/2015,SF,E,15,BROTEC,0
NP342240,7/22/2015,SF,E,15,POASEC,2
NP342240,7/22/2015,SF,E,15,ARTTRIV,0
NP342240,7/22/2015,SF,E,15,CHRVIS,0
NP342240,7/22/2015,SF,E,15,ARTARB,35
NP342240,7/22/2015,SF,E,16,BROTEC,0
NP342240,7/22/2015,SF,E,16,POASEC,4
NP342240,7/22/2015,SF,E,16,ARTTRIV,30
NP342240,7/22/2015,SF,E,16,CHRVIS,1
NP342240,7/22/2015,SF,E,16,ARTARB,10
NP342240,7/22/2015,SF,S,1,BROTEC,2
NP342240,7/22/2015,SF,S,1,ELYELY,2
NP342240,7/22/2015,SF,S,1,ARTTRIV,45
NP342240,7/22/2015,SF,S,1,PSESPI,0
NP342240,7/22/2015,SF,S,1,FESIDA,0
NP342240,7/22/2015,SF,S,3,BROTEC,0
NP342240,7/22/2015,SF,S,3,ELYELY,0
NP342240,7/22/2015,SF,S,3,ARTTRIV,0
NP342240,7/22/2015,SF,S,3,PSESPI,1
NP342240,7/22/2015,SF,S,3,FESIDA,0
NP342240,7/22/2015,SF,S,9,BROTEC,0
NP342240,7/22/2015,SF,S,9,ELYELY,0
NP342240,7/22/2015,SF,S,9,ARTTRIV,0
NP342240,7/22/2015,SF,S,9,PSESPI,3
NP342240,7/22/2015,SF,S,9,FESIDA,0
NP342240,7/22/2015,SF,S,15,BROTEC,0
NP342240,7/22/2015,SF,S,15,ELYELY,0
NP342240,7/22/2015,SF,S,15,ARTTRIV,5
NP342240,7/22/2015,SF,S,15,PSESPI,0
NP342240,7/22/2015,SF,S,15,FESIDA,4
NP342240,7/22/2015,SF,S,16,BROTEC,0
NP342240,7/22/2015,SF,S,16,ELYELY,0
NP342240,7/22/2015,SF,S,16,ARTTRIV,95
NP342240,7/22/2015,SF,S,16,PSESPI,0
NP342240,7/22/2015,SF,S,16,FESIDA,0
NP342240,7/22/2015,SF,W,6,BROTEC,0
NP342240,7/22/2015,SF,W,6,ARTTRIV,3
NP342240,7/22/2015,SF,W,6,FESIDA,1
NP342240,7/22/2015,SF,W,6,PSESPI,0
NP342240,7/22/2015,SF,W,6,CHRVIS,0
NP342240,7/22/2015,SF,W,6,PHLHOO,0
NP342240,7/22/2015,SF,W,6,ELYELY,0
NP342240,7/22/2015,SF,W,7,BROTEC,0
NP342240,7/22/2015,SF,W,7,ARTTRIV,15
NP342240,7/22/2015,SF,W,7,FESIDA,0
NP342240,7/22/2015,SF,W,7,PSESPI,5
NP342240,7/22/2015,SF,W,7,CHRVIS,0
NP342240,7/22/2015,SF,W,7,PHLHOO,0
NP342240,7/22/2015,SF,W,7,ELYELY,0
NP342240,7/22/2015,SF,W,11,BROTEC,0
NP342240,7/22/2015,SF,W,11,ARTTRIV,60
NP342240,7/22/2015,SF,W,11,FESIDA,0
NP342240,7/22/2015,SF,W,11,PSESPI,0
NP342240,7/22/2015,SF,W,11,CHRVIS,0
NP342240,7/22/2015,SF,W,11,PHLHOO,0
NP342240,7/22/2015,SF,W,11,ELYELY,0
NP342240,7/22/2015,SF,W,14,BROTEC,0
NP342240,7/22/2015,SF,W,14,ARTTRIV,0
NP342240,7/22/2015,SF,W,14,FESIDA,0
NP342240,7/22/2015,SF,W,14,PSESPI,0
NP342240,7/22/2015,SF,W,14,CHRVIS,5
NP342240,7/22/2015,SF,W,14,PHLHOO,4
NP342240,7/22/2015,SF,W,14,ELYELY,0
NP342240,7/22/2015,SF,W,16,BROTEC,0
NP342240,7/22/2015,SF,W,16,ARTTRIV,0
NP342240,7/22/2015,SF,W,16,FESIDA,0
NP342240,7/22/2015,SF,W,16,PSESPI,0
NP342240,7/22/2015,SF,W,16,CHRVIS,0
NP342240,7/22/2015,SF,W,16,PHLHOO,0
NP342240,7/22/2015,SF,W,16,ELYELY,10
NP342120,7/22/2015,SF,N,2,ARTARB,18
NP342120,7/22/2015,SF,N,2,POASEC,2
NP342120,7/22/2015,SF,N,2,FESIDA,4
NP342120,7/22/2015,SF,N,2,ASTPUR,1
NP342120,7/22/2015,SF,N,2,ARTTRIW,0
NP342120,7/22/2015,SF,N,7,ARTARB,0
NP342120,7/22/2015,SF,N,7,POASEC,20
NP342120,7/22/2015,SF,N,7,FESIDA,0
NP342120,7/22/2015,SF,N,7,ASTPUR,0
NP342120,7/22/2015,SF,N,7,ARTTRIW,0
NP342120,7/22/2015,SF,N,12,ARTARB,0
NP342120,7/22/2015,SF,N,12,POASEC,8
NP342120,7/22/2015,SF,N,12,FESIDA,0
NP342120,7/22/2015,SF,N,12,ASTPUR,0
NP342120,7/22/2015,SF,N,12,ARTTRIW,0
NP342120,7/22/2015,SF,N,13,ARTARB,0
NP342120,7/22/2015,SF,N,13,POASEC,15
NP342120,7/22/2015,SF,N,13,FESIDA,0
NP342120,7/22/2015,SF,N,13,ASTPUR,0
NP342120,7/22/2015,SF,N,13,ARTTRIW,0
NP342120,7/22/2015,SF,N,16,ARTARB,0
NP342120,7/22/2015,SF,N,16,POASEC,3
NP342120,7/22/2015,SF,N,16,FESIDA,0
NP342120,7/22/2015,SF,N,16,ASTPUR,0
NP342120,7/22/2015,SF,N,16,ARTTRIW,4
NP342120,7/22/2015,SF,E,3,ARTARB,12
NP342120,7/22/2015,SF,E,3,POASEC,30
NP342120,7/22/2015,SF,E,3,PHLHOO,0
NP342120,7/22/2015,SF,E,9,ARTARB,0
NP342120,7/22/2015,SF,E,9,POASEC,5
NP342120,7/22/2015,SF,E,9,PHLHOO,1
NP342120,7/22/2015,SF,E,12,ARTARB,0
NP342120,7/22/2015,SF,E,12,POASEC,13
NP342120,7/22/2015,SF,E,12,PHLHOO,0
NP342120,7/22/2015,SF,E,15,ARTARB,0
NP342120,7/22/2015,SF,E,15,POASEC,3
NP342120,7/22/2015,SF,E,15,PHLHOO,0
NP342120,7/22/2015,SF,E,16,ARTARB,0
NP342120,7/22/2015,SF,E,16,POASEC,9
NP342120,7/22/2015,SF,E,16,PHLHOO,0
NP342120,7/22/2015,SF,S,1,FESIDA,1
NP342120,7/22/2015,SF,S,1,POASEC,1
NP342120,7/22/2015,SF,S,1,PHLHOO,2
NP342120,7/22/2015,SF,S,1,ASTPUR,0
NP342120,7/22/2015,SF,S,3,FESIDA,0
NP342120,7/22/2015,SF,S,3,POASEC,7
NP342120,7/22/2015,SF,S,3,PHLHOO,0
NP342120,7/22/2015,SF,S,3,ASTPUR,0
NP342120,7/22/2015,SF,S,8,FESIDA,0
NP342120,7/22/2015,SF,S,8,POASEC,2
NP342120,7/22/2015,SF,S,8,PHLHOO,1
NP342120,7/22/2015,SF,S,8,ASTPUR,0
NP342120,7/22/2015,SF,S,11,FESIDA,0
NP342120,7/22/2015,SF,S,11,POASEC,40
NP342120,7/22/2015,SF,S,11,PHLHOO,0
NP342120,7/22/2015,SF,S,11,ASTPUR,1
NP342120,7/22/2015,SF,S,12,FESIDA,0
NP342120,7/22/2015,SF,S,12,POASEC,50
NP342120,7/22/2015,SF,S,12,PHLHOO,0
NP342120,7/22/2015,SF,S,12,ASTPUR,0
NP342120,7/22/2015,SF,W,4,PHLHOO,6
NP342120,7/22/2015,SF,W,4,ARTARB,6
NP342120,7/22/2015,SF,W,4,POASEC,2
NP342120,7/22/2015,SF,W,9,PHLHOO,13
NP342120,7/22/2015,SF,W,9,ARTARB,2
NP342120,7/22/2015,SF,W,9,POASEC,1
NP342120,7/22/2015,SF,W,11,PHLHOO,8
NP342120,7/22/2015,SF,W,11,ARTARB,2
NP342120,7/22/2015,SF,W,11,POASEC,2
NP342120,7/22/2015,SF,W,12,PHLHOO,2
NP342120,7/22/2015,SF,W,12,ARTARB,15
NP342120,7/22/2015,SF,W,12,POASEC,4
NP342120,7/22/2015,SF,W,15,PHLHOO,0
NP342120,7/22/2015,SF,W,15,ARTARB,0
NP342120,7/22/2015,SF,W,15,POASEC,1
NP342360,7/21/2015,SF,N,1,ARTARB,20
NP342360,7/21/2015,SF,N,1,AREKIN,2
NP342360,7/21/2015,SF,N,1,PHLHOO,2
NP342360,7/21/2015,SF,N,1,POASEC,3
NP342360,7/21/2015,SF,N,1,ARTTRIV,0
NP342360,7/21/2015,SF,N,1,ASTPUR,0
NP342360,7/21/2015,SF,N,4,ARTARB,0
NP342360,7/21/2015,SF,N,4,AREKIN,0
NP342360,7/21/2015,SF,N,4,PHLHOO,0
NP342360,7/21/2015,SF,N,4,POASEC,4
NP342360,7/21/2015,SF,N,4,ARTTRIV,8
NP342360,7/21/2015,SF,N,4,ASTPUR,0
NP342360,7/21/2015,SF,N,8,ARTARB,0
NP342360,7/21/2015,SF,N,8,AREKIN,2
NP342360,7/21/2015,SF,N,8,PHLHOO,0
NP342360,7/21/2015,SF,N,8,POASEC,2
NP342360,7/21/2015,SF,N,8,ARTTRIV,0
NP342360,7/21/2015,SF,N,8,ASTPUR,2
NP342360,7/21/2015,SF,N,9,ARTARB,0
NP342360,7/21/2015,SF,N,9,AREKIN,0
NP342360,7/21/2015,SF,N,9,PHLHOO,3
NP342360,7/21/2015,SF,N,9,POASEC,1
NP342360,7/21/2015,SF,N,9,ARTTRIV,0
NP342360,7/21/2015,SF,N,9,ASTPUR,0
NP342360,7/21/2015,SF,N,10,ARTARB,0
NP342360,7/21/2015,SF,N,10,AREKIN,0
NP342360,7/21/2015,SF,N,10,PHLHOO,0
NP342360,7/21/2015,SF,N,10,POASEC,2
NP342360,7/21/2015,SF,N,10,ARTTRIV,0
NP342360,7/21/2015,SF,N,10,ASTPUR,0
NP342360,7/21/2015,SF,E,4,ARTARB,10
NP342360,7/21/2015,SF,E,4,POASEC,3
NP342360,7/21/2015,SF,E,4,PHLHOO,4
NP342360,7/21/2015,SF,E,4,ELYELY,1
NP342360,7/21/2015,SF,E,4,ASTPUR,0
NP342360,7/21/2015,SF,E,6,ARTARB,30
NP342360,7/21/2015,SF,E,6,POASEC,2
NP342360,7/21/2015,SF,E,6,PHLHOO,3
NP342360,7/21/2015,SF,E,6,ELYELY,0
NP342360,7/21/2015,SF,E,6,ASTPUR,0
NP342360,7/21/2015,SF,E,10,ARTARB,20
NP342360,7/21/2015,SF,E,10,POASEC,8
NP342360,7/21/2015,SF,E,10,PHLHOO,0
NP342360,7/21/2015,SF,E,10,ELYELY,1
NP342360,7/21/2015,SF,E,10,ASTPUR,0
NP342360,7/21/2015,SF,E,11,ARTARB,0
NP342360,7/21/2015,SF,E,11,POASEC,5
NP342360,7/21/2015,SF,E,11,PHLHOO,0
NP342360,7/21/2015,SF,E,11,ELYELY,0
NP342360,7/21/2015,SF,E,11,ASTPUR,0
NP342360,7/21/2015,SF,E,13,ARTARB,3
NP342360,7/21/2015,SF,E,13,POASEC,1
NP342360,7/21/2015,SF,E,13,PHLHOO,15
NP342360,7/21/2015,SF,E,13,ELYELY,1
NP342360,7/21/2015,SF,E,13,ASTPUR,1
NP342360,7/21/2015,SF,S,9,POASEC,16
NP342360,7/21/2015,SF,S,9,ELYELY,1
NP342360,7/21/2015,SF,S,10,POASEC,12
NP342360,7/21/2015,SF,S,10,ELYELY,0
NP342360,7/21/2015,SF,S,12,POASEC,0
NP342360,7/21/2015,SF,S,12,ELYELY,0
NP342360,7/21/2015,SF,S,13,POASEC,3
NP342360,7/21/2015,SF,S,13,ELYELY,0
NP342360,7/21/2015,SF,S,16,POASEC,0
